"gene"	"DMSO1"	"DMSO2"	"DMSO3"	"MTX1"	"MTX2"	"MTX3"
"YOR052C"	208	165	142	703	837	775
"YOR053W"	128	102	60	170	152	136
"YOR054C"	94	93	42	173	160	155
"YOR055W"	0	0	0	0	0	0
"YOR056C"	430	453	325	542	636	402
"YOR057W"	290	258	195	291	382	316
"YOR058C"	23	15	11	12	13	19
"YOR059C"	170	168	136	629	683	530
"YOR060C"	11	7	25	11	2	8
"YOR061W"	319	400	231	297	387	300
"YOR062C"	91	90	44	208	188	115
"YOR063W"	47218	44372	23951	17284	18910	13533
"YOR064C"	90	96	47	167	204	289
"YOR065W"	1669	1469	877	5373	6501	3144
"YOR066W"	142	118	74	172	156	159
"YOR067C"	175	133	50	176	198	184
"YOR068C"	0	0	0	0	0	0
"YOR069W"	245	222	137	292	364	292
"YOR070C"	166	149	59	162	252	190
"YOR071C"	7	3	0	15	4	1
"YOR072W"	2	0	0	0	5	0
"YOR072W-A"	0	9	2	10	2	0
"YOR072W-B"	15	15	8	0	2	0
"YOR073W"	78	91	54	57	30	56
"YOR073W-A"	0	0	0	0	0	0
"YOR074C"	163	149	66	157	142	158
"YOR075W"	128	148	56	128	173	151
"YOR076C"	101	112	65	89	67	101
"YOR077W"	1	6	4	0	2	2
"YOR078W"	50	55	38	103	93	141
"YOR079C"	76	48	26	37	42	50
"YOR080W"	64	70	53	92	112	84
"YOR081C"	198	180	137	247	292	189
"YOR082C"	25	52	29	6	18	10
"YOR083W"	15	8	6	15	14	6
"YOR084W"	267	230	209	415	606	826
"YOR085W"	166	105	57	164	204	134
"YOR086C"	162	150	80	368	438	217
"YOR087W"	62	60	51	62	54	62
"YOR089C"	198	148	81	111	135	154
"YOR090C"	146	99	83	249	298	245
"YOR091W"	359	322	231	257	354	173
"YOR092W"	346	292	251	339	400	260
"YOR093C"	85	60	41	143	130	122
"YOR094W"	77	114	46	66	84	102
"YOR095C"	268	258	159	200	200	113
"YOR096W"	7096	7693	4409	2079	2400	2615
"YOR097C"	125	89	113	167	297	331
"YOR098C"	384	465	272	424	573	440
"YOR099W"	198	165	117	312	374	282
"YOR100C"	1	3	5	9	12	15
"YOR101W"	1494	1546	993	1673	1234	867
"YOR102W"	10	2	2	5	4	2
"YOR103C"	2884	2841	1703	1896	2305	2731
"YOR104W"	20	15	5	14	17	6
"YOR105W"	1	0	0	1	0	0
"YOR106W"	103	152	101	274	274	196
"YOR107W"	95	106	109	750	374	152
"YOR108C-A"	2	1	1	9	0	3
"YOR108W"	446	308	203	344	388	427
"YOR109W"	629	559	252	315	405	389
"YOR110W"	173	172	131	215	221	122
"YOR111W"	27	22	12	7	11	19
"YOR112W"	389	443	217	378	283	293
"YOR113W"	21	48	23	79	103	38
"YOR114W"	72	51	26	197	278	141
"YOR115C"	380	322	240	250	243	629
"YOR116C"	531	501	277	599	699	1310
"YOR117W"	1092	998	570	1257	1463	1154
"YOR118W"	376	323	281	579	642	404
"YOR119C"	103	98	54	148	139	148
"YOR120W"	284	339	160	2283	3440	6051
"YOR121C"	31	35	16	47	57	39
"YOR122C"	7100	7566	5498	8226	9495	7009
"YOR123C"	506	436	306	463	532	391
"YOR124C"	357	268	155	263	273	428
"YOR125C"	210	182	108	161	190	258
"YOR126C"	175	179	108	272	307	250
"YOR127W"	367	307	224	603	736	516
"YOR128C"	2142	1876	1024	2816	2425	4536
"YOR129C"	169	98	77	153	208	135
"YOR130C"	86	167	36	107	127	86
"YOR131C"	600	492	385	457	526	632
"YOR132W"	514	424	329	837	752	598
"YOR133W"	6234	6244	3538	3420	2888	2108
"YOR134W"	10	1	0	1	1	0
"YOR135C"	0	0	0	0	1	1
"YOR136W"	2106	1848	730	1755	1711	2922
"YOR137C"	102	88	58	105	131	182
"YOR138C"	304	151	136	447	464	518
"YOR139C"	7	1	2	0	1	1
"YOR140W"	67	37	13	37	28	25
"YOR141C"	339	262	146	404	522	399
"YOR142W"	4487	4285	2153	3493	3918	7262
"YOR143C"	210	257	165	176	231	240
"YOR144C"	55	33	35	62	75	62
"YOR145C"	725	603	403	662	680	657
"YOR146W"	6	0	1	0	0	0
"YOR147W"	104	103	46	215	278	239
"YOR148C"	135	90	53	297	314	332
"YOR149C"	16	9	5	9	0	5
"YOR150W"	727	838	443	951	1260	832
"YOR151C"	796	586	262	544	567	418
"YOR152C"	37	53	31	160	153	121
"YOR153W"	193	121	67	116	98	100
"YOR154W"	37	50	35	98	130	77
"YOR155C"	246	270	175	202	222	336
"YOR156C"	30	28	13	36	30	58
"YOR157C"	1715	1746	990	1007	1151	1859
"YOR158W"	212	214	123	169	136	216
"YOR159C"	31	54	29	37	33	49
"YOR160W"	192	242	88	198	215	307
"YOR161C"	106	101	101	45	54	43
"YOR161C-C"	0	0	0	0	0	0
"YOR161W-A"	0	0	0	0	0	0
"YOR161W-B"	0	0	0	0	0	0
"YOR162C"	87	109	31	92	119	118
"YOR163W"	330	286	198	530	423	442
"YOR164C"	950	843	501	371	412	400
"YOR165W"	344	320	182	329	409	413
"YOR166C"	34	37	27	60	59	57
"YOR167C"	30696	30167	15828	16043	16984	20377
"YOR168W"	871	697	409	496	600	409
"YOR169C"	5	2	5	17	13	7
"YOR170W"	0	1	0	0	0	0
"YOR171C"	124	152	77	99	160	204
"YOR172W"	62	52	58	132	172	128
"YOR173W"	819	613	354	1630	2204	2041
"YOR174W"	120	136	76	136	162	157
"YOR175C"	135	72	36	133	141	136
"YOR176W"	1170	824	536	532	652	781
"YOR177C"	8	2	5	4	13	7
"YOR178C"	185	93	36	98	205	198
"YOR179C"	162	86	71	69	94	102
"YOR180C"	9	13	1	3	7	6
"YOR181W"	257	155	102	128	151	121
"YOR182C"	16669	14538	9092	6283	6030	8213
"YOR183W"	3	0	4	8	0	0
"YOR184W"	2259	2171	1019	3662	3620	4763
"YOR185C"	956	856	688	1242	1301	1522
"YOR186C-A"	50	49	28	1	0	0
"YOR186W"	28	16	12	90	130	135
"YOR187W"	1651	1064	632	1186	1550	1343
"YOR188W"	137	113	69	90	107	88
"YOR189W"	203	161	84	136	160	227
"YOR190W"	6	13	3	2	5	3
"YOR191W"	103	107	56	212	255	384
"YOR192C"	2	1	2	0	0	0
"YOR192C-C"	1	0	0	1	0	2
"YOR193W"	85	83	45	238	279	141
"YOR194C"	165	137	86	138	126	134
"YOR195W"	83	66	30	87	70	84
"YOR196C"	233	236	176	368	462	314
"YOR197W"	787	778	626	1465	1605	870
"YOR198C"	2365	2266	1455	1535	1808	1297
"YOR199W"	0	0	0	0	0	2
"YOR200W"	1	0	3	0	1	0
"YOR201C"	302	259	190	328	275	384
"YOR202W"	120	112	76	130	136	226
"YOR203W"	1	4	4	35	24	7
"YOR204W"	4352	4431	2382	7145	7084	3960
"YOR205C"	51	33	32	87	62	75
"YOR206W"	408	264	150	331	321	224
"YOR207C"	375	327	193	348	331	430
"YOR208W"	218	134	122	367	402	275
"YOR209C"	615	643	379	418	454	373
"YOR210W"	614	573	470	438	485	418
"YOR211C"	74	62	20	70	76	88
"YOR212W"	69	54	29	92	139	131
"YOR213C"	332	364	158	383	512	401
"YOR214C"	0	1	0	0	2	5
"YOR215C"	555	354	241	832	916	1054
"YOR216C"	125	131	79	128	145	105
"YOR217W"	232	175	93	152	168	173
"YOR218C"	0	0	0	0	0	0
"YOR219C"	84	75	50	90	92	103
"YOR220W"	630	597	358	569	624	962
"YOR221C"	144	153	111	132	192	164
"YOR222W"	1550	1477	833	1393	1524	1122
"YOR223W"	177	187	94	239	318	307
"YOR224C"	912	977	532	365	389	517
"YOR225W"	3	3	4	0	0	0
"YOR226C"	155	129	135	301	345	355
"YOR227W"	467	465	282	673	725	1040
"YOR228C"	286	206	94	516	650	502
"YOR229W"	45	23	23	75	59	39
"YOR230W"	6720	6311	3828	13217	15995	12122
"YOR231C-A"	0	0	0	0	0	0
"YOR231W"	134	178	86	168	165	149
"YOR232W"	2535	2414	1646	1496	2143	1310
"YOR233W"	200	128	109	179	213	196
"YOR234C"	6002	6197	3271	2589	2453	1686
"YOR235W"	61	49	10	0	1	0
"YOR236W"	370	392	283	503	540	290
"YOR237W"	10	9	8	6	7	6
"YOR238W"	87	67	37	172	192	209
"YOR239W"	1463	1250	712	1116	979	641
"YOR241W"	564	540	323	585	664	520
"YOR242C"	10	9	6	8	20	18
"YOR243C"	339	398	248	248	285	181
"YOR244W"	167	163	109	196	193	222
"YOR245C"	59	39	19	66	97	95
"YOR246C"	399	416	254	320	385	467
"YOR247W"	14	15	6	1	0	0
"YOR248W"	2023	1639	982	2882	3731	2076
"YOR249C"	64	47	29	50	62	77
"YOR250C"	144	133	98	196	164	247
"YOR251C"	1174	1010	726	1038	1150	1214
"YOR252W"	323	255	162	311	247	262
"YOR253W"	51	50	24	51	58	29
"YOR254C"	176	86	68	73	74	143
"YOR255W"	1	2	0	1	3	0
"YOR256C"	42	55	34	71	119	129
"YOR257W"	450	374	239	337	498	513
"YOR258W"	58	35	32	134	133	153
"YOR259C"	1092	904	483	492	524	659
"YOR260W"	691	627	346	305	320	700
"YOR261C"	788	560	389	575	541	597
"YOR262W"	266	230	130	364	379	443
"YOR263C"	0	0	0	0	0	0
"YOR264W"	270	250	210	73	113	105
"YOR265W"	395	375	312	619	616	428
"YOR266W"	63	42	19	60	90	93
"YOR267C"	478	330	157	354	364	531
"YOR268C"	2	10	0	0	0	0
"YOR269W"	83	93	59	64	71	79
"YOR270C"	691	622	325	485	518	605
"YOR271C"	220	196	108	194	153	270
"YOR272W"	334	309	90	143	158	124
"YOR273C"	159	96	49	99	143	152
"YOR274W"	83	104	54	202	202	267
"YOR275C"	209	151	113	430	582	237
"YOR276W"	1989	2161	1996	1899	1920	1238
"YOR277C"	371	369	286	328	367	353
"YOR278W"	326	358	299	332	380	220
"YOR279C"	48	57	17	68	54	66
"YOR280C"	218	188	108	247	274	648
"YOR281C"	321	312	228	388	455	504
"YOR282W"	0	0	0	0	0	0
"YOR283W"	726	864	451	1615	1809	1499
"YOR284W"	9	10	5	11	21	19
"YOR285W"	5321	5275	3884	15957	18960	14874
"YOR286W"	1188	1051	697	1014	1114	1783
"YOR287C"	58	53	23	69	52	37
"YOR288C"	129	84	66	60	96	60
"YOR289W"	121	138	85	173	230	272
"YOR290C"	551	407	293	686	692	579
"YOR291W"	67	60	37	59	91	105
"YOR292C"	97	90	38	176	195	306
"YOR293C-A"	4	1	4	1	3	0
"YOR293W"	9158	9235	7956	6818	8002	6072
"YOR294W"	413	473	317	704	779	1051
"YOR295W"	98	87	31	131	168	166
"YOR296W"	93	52	43	132	141	151
"YOR297C"	99	128	79	106	119	112
"YOR298C-A"	964	873	743	1636	1955	908
"YOR298W"	5	4	4	117	74	56
"YOR299W"	41	35	19	21	26	28
"YOR300W"	1	5	2	1	5	4
"YOR301W"	172	138	110	106	141	65
"YOR302W"	4	5	2	17	16	2
"YOR303W"	946	894	180	1805	1603	1289
"YOR304C-A"	151	182	115	193	260	189
"YOR304W"	347	268	151	383	370	377
"YOR305W"	207	200	91	244	276	188
"YOR306C"	53	66	51	462	335	272
"YOR307C"	127	106	53	109	117	100
"YOR308C"	188	94	51	317	344	307
"YOR309C"	983	935	635	523	429	312
"YOR310C"	163	131	106	32	14	36
"YOR311C"	95	87	50	137	88	89
"YOR312C"	7879	8467	6080	4749	5178	2795
"YOR313C"	14	20	11	3	10	13
"YOR314W"	1	1	17	4	1	2
"YOR314W-A"	5	1	4	1	1	2
"YOR315W"	219	226	144	109	79	70
"YOR316C"	70	45	23	233	241	160
"YOR316C-A"	6	4	0	0	0	0
"YOR317W"	2266	1799	852	1114	1375	1214
"YOR318C"	37	71	36	45	52	37
"YOR319W"	106	96	78	257	288	257
"YOR320C"	100	107	48	161	195	146
"YOR321W"	32	22	13	73	97	97
"YOR322C"	270	280	165	555	456	415
"YOR323C"	2099	1801	694	822	936	1400
"YOR324C"	120	72	49	113	65	67
"YOR325W"	0	1	1	0	1	3
"YOR326W"	432	314	168	386	375	441
"YOR327C"	1475	1388	1031	1104	1276	1738
"YOR328W"	22	28	26	149	162	132
"YOR329C"	138	162	82	178	135	298
"YOR329W-A"	0	0	5	2	0	0
"YOR330C"	145	162	85	299	301	179
"YOR331C"	0	0	4	0	0	0
"YOR332W"	6883	6549	4895	8620	10495	3935
"YOR333C"	1	0	0	3	3	3
"YOR334W"	44	32	26	26	29	38
"YOR335C"	1861	1779	982	1734	1787	1356
"YOR335W-A"	0	0	0	0	0	0
"YOR336W"	48	58	28	195	283	130
"YOR337W"	25	31	15	72	92	88
"YOR338W"	344	314	123	1023	872	1228
"YOR339C"	9	1	1	0	1	0
"YOR340C"	249	201	119	74	87	81
"YOR341W"	1692	1204	862	982	1049	1067
"YOR342C"	373	371	264	805	932	887
"YOR343C"	4	6	6	331	175	326
"YOR344C"	160	117	63	206	149	175
"YOR345C"	0	0	2	14	3	11
"YOR346W"	51	45	26	47	36	39
"YOR347C"	258	222	108	190	212	177
"YOR348C"	25	28	15	124	156	260
"YOR349W"	85	91	52	203	216	154
"YOR350C"	26	30	16	46	60	52
"YOR351C"	0	0	0	0	0	0
"YOR352W"	151	186	100	176	218	159
"YOR353C"	38	52	20	27	31	28
"YOR354C"	360	292	215	309	347	302
"YOR355W"	346	358	182	292	319	272
"YOR356W"	361	393	259	374	396	176
"YOR357C"	234	213	114	192	254	188
"YOR358W"	19	15	8	12	13	15
"YOR359W"	176	149	96	287	263	187
"YOR360C"	138	117	114	317	189	120
"YOR361C"	1242	1030	584	568	509	841
"YOR362C"	974	870	601	906	796	842
"YOR363C"	137	140	74	134	167	126
"YOR364W"	3	6	1	7	13	4
"YOR365C"	4	4	6	16	16	21
"YOR366W"	6	1	2	7	13	27
"YOR367W"	375	317	245	295	338	336
"YOR368W"	50	55	29	53	61	56
"YOR369C"	55238	57543	34890	16742	17934	16541
"YOR370C"	535	420	248	311	300	378
"YOR371C"	138	153	63	222	300	220
"YOR372C"	152	153	81	277	319	162
"YOR373W"	377	319	201	385	380	354
"YOR374W"	3709	2620	1902	3837	3703	4340
"YOR375C"	7753	6978	4071	13121	12951	17527
"YOR376W"	0	0	0	1	0	0
"YOR376W-A"	14	11	5	10	22	9
"YOR377W"	115	111	58	417	414	581
"YOR378W"	4	7	3	45	17	49
"YOR379C"	10	6	9	28	58	36
"YOR380W"	21	34	19	86	75	89
"YOR381W"	30	23	14	100	183	165
"YOR381W-A"	0	0	0	0	0	0
"YOR382W"	110	329	111	2520	3407	5515
"YOR383C"	364	323	220	916	1045	1224
"YOR384W"	3	4	0	4	1	3
"YOR385W"	769	517	303	885	1461	1414
"YOR386W"	53	20	7	19	14	31
"YOR387C"	0	0	0	0	0	0
"YOR388C"	0	0	0	0	0	0
"YOR389W"	5	1	2	2	8	15
"YOR390W"	1	3	0	2	1	10
"YOR391C"	0	0	0	0	0	0
"YOR392W"	0	0	0	0	0	0
"YOR393W"	0	0	0	0	0	0
"YOR394C-A"	0	0	0	0	0	0
"YOR394W"	0	0	0	0	0	0
"YOR396C-A"	0	0	0	0	0	0
"YOR396W"	0	0	0	0	0	0
"YPL001W"	94	93	50	93	122	205
"YPL002C"	70	55	37	76	80	154
"YPL003W"	245	236	145	221	265	246
"YPL004C"	9879	8097	5889	5205	5257	7415
"YPL005W"	44	57	19	76	103	94
"YPL006W"	77	53	44	181	198	141
"YPL007C"	120	103	27	76	83	124
"YPL008W"	211	195	124	343	418	398
"YPL009C"	337	225	122	275	370	280
"YPL010W"	1724	1656	1329	1807	2270	1576
"YPL011C"	173	214	144	336	283	207
"YPL012W"	184	161	89	109	115	88
"YPL013C"	466	483	283	966	1199	1090
"YPL014W"	646	272	92	277	413	570
"YPL015C"	361	329	279	351	509	449
"YPL016W"	244	236	94	190	250	136
"YPL017C"	7	24	2	51	56	62
"YPL018W"	17	15	9	19	29	21
"YPL019C"	969	1020	430	1338	1383	1715
"YPL020C"	201	152	104	320	296	288
"YPL021W"	0	0	0	0	0	1
"YPL022W"	218	184	151	379	501	358
"YPL023C"	328	298	161	339	369	312
"YPL024W"	422	448	387	1331	1297	1052
"YPL025C"	1	3	1	24	1	1
"YPL026C"	95	77	51	236	169	236
"YPL027W"	1	3	0	0	4	0
"YPL028W"	3712	3883	2445	2689	2902	2492
"YPL029W"	41	28	16	71	120	141
"YPL030W"	145	116	98	151	126	126
"YPL031C"	499	500	383	871	817	634
"YPL032C"	471	392	201	272	278	145
"YPL033C"	0	0	0	1	4	2
"YPL034W"	122	122	64	116	146	181
"YPL035C"	0	3	0	0	0	0
"YPL036W"	27	34	33	23	38	24
"YPL037C"	9621	9790	7539	5119	5762	5038
"YPL038W"	74	73	55	68	62	84
"YPL038W-A"	0	0	0	0	5	1
"YPL039W"	5	2	3	0	4	10
"YPL040C"	72	56	34	86	107	86
"YPL041C"	50	75	35	138	162	105
"YPL042C"	158	180	123	300	292	186
"YPL043W"	357	368	211	312	283	330
"YPL044C"	0	1	0	0	0	0
"YPL045W"	182	114	74	123	173	147
"YPL046C"	148	130	99	293	328	350
"YPL047W"	55	92	69	183	217	113
"YPL048W"	4475	4503	2664	4070	4499	4360
"YPL049C"	324	358	268	611	618	416
"YPL050C"	109	91	50	61	52	21
"YPL051W"	119	119	73	224	236	65
"YPL052W"	103	99	65	516	530	487
"YPL053C"	152	113	50	150	205	120
"YPL054W"	115	76	47	815	667	624
"YPL055C"	124	112	65	186	159	159
"YPL056C"	93	107	87	100	157	126
"YPL057C"	789	542	224	1184	1445	303
"YPL058C"	117	68	13	141	183	61
"YPL059W"	1297	1360	1095	1862	1759	1899
"YPL060W"	50	47	30	56	67	97
"YPL061W"	2670	2422	1679	1075	1004	998
"YPL062W"	0	0	1	0	0	1
"YPL063W"	202	144	72	292	355	225
"YPL064C"	132	89	57	235	308	196
"YPL065W"	119	127	89	115	115	120
"YPL066W"	204	141	86	233	354	247
"YPL067C"	58	15	15	49	27	32
"YPL068C"	115	81	38	202	159	125
"YPL069C"	131	104	103	220	258	193
"YPL070W"	118	170	91	403	411	283
"YPL071C"	274	215	138	357	501	464
"YPL072W"	31	24	26	46	44	51
"YPL073C"	0	0	0	4	0	1
"YPL074W"	280	235	142	324	394	351
"YPL075W"	251	209	97	444	582	318
"YPL076W"	63	42	25	133	158	110
"YPL077C"	11	2	1	1	2	1
"YPL078C"	3857	3806	2580	10571	13027	7879
"YPL079W"	14346	14670	9514	4969	4513	5660
"YPL080C"	0	0	0	0	0	0
"YPL081W"	1475	1525	1014	623	695	1762
"YPL082C"	263	250	123	390	378	298
"YPL083C"	75	73	50	38	40	82
"YPL084W"	169	143	95	278	264	160
"YPL085W"	270	218	102	353	366	252
"YPL086C"	385	331	172	230	259	222
"YPL087W"	267	171	77	260	347	409
"YPL088W"	155	166	70	445	505	605
"YPL089C"	110	81	37	159	132	105
"YPL090C"	9872	9384	6694	2759	3273	2261
"YPL091W"	1466	1343	789	1638	1797	1906
"YPL092W"	125	111	62	489	470	277
"YPL093W"	1282	1216	648	1301	1075	502
"YPL094C"	791	918	526	690	924	1023
"YPL095C"	328	405	273	2152	2259	1515
"YPL096C-A"	556	444	452	902	911	1096
"YPL096W"	81	95	48	101	89	102
"YPL097W"	64	40	52	38	61	75
"YPL098C"	1281	1214	801	1851	2469	2569
"YPL099C"	243	253	122	345	380	432
"YPL100W"	229	166	80	171	203	211
"YPL101W"	284	271	169	311	377	224
"YPL102C"	2	0	2	0	0	0
"YPL103C"	75	75	46	73	118	101
"YPL104W"	177	142	96	294	420	340
"YPL105C"	643	595	336	598	633	642
"YPL106C"	1800	1346	734	1234	1292	1075
"YPL107W"	192	160	126	416	500	587
"YPL108W"	49	58	18	60	38	75
"YPL109C"	121	105	68	311	309	438
"YPL110C"	79	99	44	201	290	502
"YPL111W"	793	795	727	3186	3472	3089
"YPL112C"	472	372	238	269	286	364
"YPL113C"	27	24	24	17	31	37
"YPL114W"	10	9	14	0	1	0
"YPL115C"	232	179	117	147	120	187
"YPL116W"	175	144	115	241	266	180
"YPL117C"	681	621	365	685	733	620
"YPL118W"	318	261	168	254	282	294
"YPL119C"	14	14	4	23	21	25
"YPL119C-A"	38	16	6	53	60	50
"YPL120W"	84	109	76	71	95	134
"YPL121C"	0	0	1	0	0	0
"YPL122C"	163	107	75	121	151	116
"YPL123C"	65	52	29	84	140	153
"YPL124W"	105	71	62	112	153	341
"YPL125W"	113	90	71	110	122	126
"YPL126W"	27	37	10	24	30	15
"YPL127C"	3833	3645	2254	5909	6992	3443
"YPL128C"	61	61	30	24	23	8
"YPL129W"	513	503	230	285	350	251
"YPL130W"	1	0	5	8	7	5
"YPL131W"	27112	25739	18924	7800	7808	7517
"YPL132W"	116	82	67	102	78	141
"YPL133C"	107	80	89	115	130	152
"YPL134C"	1390	1281	655	2466	2784	1599
"YPL135C-A"	0	0	0	0	0	0
"YPL135W"	2376	2198	1617	4444	5363	3652
"YPL136W"	1	0	5	28	4	8
"YPL137C"	254	194	142	410	378	417
"YPL138C"	112	112	60	143	155	133
"YPL139C"	613	601	358	698	1001	517
"YPL140C"	183	124	74	350	303	327
"YPL141C"	49	40	31	29	45	49
"YPL142C"	0	0	2	1	1	1
"YPL143W"	27158	28023	21157	21960	23040	8336
"YPL144W"	206	173	193	109	159	151
"YPL145C"	1810	1462	1022	1733	1981	1114
"YPL146C"	374	362	162	324	287	265
"YPL147W"	21	17	7	55	48	58
"YPL148C"	71	82	57	141	147	155
"YPL149W"	301	240	161	330	383	565
"YPL150W"	143	115	56	143	138	186
"YPL151C"	123	118	75	109	144	117
"YPL152W"	225	222	138	155	237	341
"YPL152W-A"	0	0	0	0	0	0
"YPL153C"	69	68	28	70	67	67
"YPL154C"	3018	1932	1506	5060	5863	4425
"YPL155C"	11	9	2	0	0	0
"YPL156C"	242	237	118	315	344	275
"YPL157W"	43	43	13	64	28	28
"YPL158C"	258	230	184	133	174	194
"YPL159C"	687	748	445	1867	2241	1196
"YPL160W"	1040	888	467	948	1049	801
"YPL161C"	48	57	26	58	53	26
"YPL162C"	11	4	6	1	6	4
"YPL163C"	167	113	62	85	112	97
"YPL164C"	42	34	16	52	60	26
"YPL165C"	1	0	0	6	10	2
"YPL166W"	2	1	1	0	4	1
"YPL167C"	49	33	22	47	60	76
"YPL168W"	92	98	55	109	128	157
"YPL169C"	532	473	296	513	326	318
"YPL170W"	386	263	206	638	465	596
"YPL171C"	16	17	14	111	105	161
"YPL172C"	86	61	51	84	60	70
"YPL173W"	200	180	83	132	185	155
"YPL174C"	37	43	32	64	90	63
"YPL175W"	75	76	33	109	132	131
"YPL176C"	40	27	12	88	99	79
"YPL177C"	633	739	415	1555	1570	1682
"YPL178W"	429	408	215	182	178	286
"YPL179W"	405	282	207	1035	1081	606
"YPL180W"	132	120	64	185	187	180
"YPL181W"	276	175	73	376	334	452
"YPL182C"	0	0	0	1	1	2
"YPL183C"	299	214	126	157	144	175
"YPL183W-A"	557	658	607	1014	1140	891
"YPL184C"	284	323	176	623	679	336
"YPL185W"	1	3	6	9	8	2
"YPL186C"	285	201	89	660	1101	1203
"YPL187W"	5	6	8	12	14	9
"YPL188W"	119	128	42	95	94	44
"YPL189C-A"	458	487	298	579	574	855
"YPL189W"	10	9	7	6	14	21
"YPL190C"	1510	1148	750	1745	1750	1461
"YPL191C"	53	80	18	57	54	52
"YPL192C"	3	11	2	21	24	20
"YPL193W"	55	44	32	78	123	77
"YPL194W"	5	8	4	10	16	6
"YPL195W"	294	258	185	408	458	269
"YPL196W"	264	253	174	264	358	512
"YPL197C"	1	0	1	2	10	0
"YPL198W"	1056	963	589	857	778	903
"YPL199C"	263	237	169	173	269	243
"YPL200W"	3	1	1	29	70	67
"YPL201C"	10	0	6	61	87	169
"YPL202C"	141	121	102	189	184	259
"YPL203W"	414	422	278	766	898	857
"YPL204W"	390	345	98	521	480	176
"YPL205C"	2	4	0	3	2	4
"YPL206C"	1382	1389	953	2367	3021	2194
"YPL207W"	77	48	27	84	86	41
"YPL208W"	310	259	188	204	194	270
"YPL209C"	13	30	10	30	19	9
"YPL210C"	534	399	226	224	249	225
"YPL211W"	675	725	451	420	516	362
"YPL212C"	941	796	475	883	810	294
"YPL213W"	100	93	56	130	164	219
"YPL214C"	106	106	65	172	180	257
"YPL215W"	589	518	366	502	534	384
"YPL216W"	17	27	17	38	56	39
"YPL217C"	315	221	99	175	185	77
"YPL218W"	3794	3623	1762	1891	2190	4140
"YPL219W"	144	139	75	159	209	109
"YPL220W"	25827	27142	13211	7827	8744	8465
"YPL221W"	185	193	133	861	895	1266
"YPL222C-A"	55	61	43	0	1	2
"YPL222W"	72	58	33	193	175	198
"YPL223C"	17	52	25	44	56	119
"YPL224C"	67	51	31	104	101	131
"YPL225W"	1901	1843	1403	1530	1555	1348
"YPL226W"	961	710	396	878	877	667
"YPL227C"	104	93	45	88	100	86
"YPL228W"	94	97	56	79	67	76
"YPL229W"	207	202	132	759	720	717
"YPL230W"	322	171	155	370	458	434
"YPL231W"	8742	7458	4986	12679	11443	7655
"YPL232W"	4106	3668	1051	4273	5379	3135
"YPL233W"	55	32	16	81	75	94
"YPL234C"	1237	1087	749	843	1000	630
"YPL235W"	530	453	237	334	426	319
"YPL236C"	250	209	159	272	315	315
"YPL237W"	6437	6491	4021	6429	6218	5955
"YPL238C"	0	0	1	1	1	4
"YPL239W"	198	146	117	222	261	200
"YPL240C"	1650	1149	594	1751	1787	3871
"YPL241C"	4	9	4	3	5	6
"YPL242C"	335	287	203	640	577	524
"YPL243W"	593	464	294	423	539	325
"YPL244C"	64	88	44	95	150	88
"YPL245W"	242	244	211	171	173	236
"YPL246C"	346	241	168	316	418	269
"YPL247C"	581	548	322	693	776	1055
"YPL248C"	65	62	26	177	193	123
"YPL249C"	335	411	135	524	652	512
"YPL249C-A"	13969	14619	11627	7069	7054	9264
"YPL250C"	280	184	64	112	119	103
"YPL250W-A"	8	2	0	7	8	1
"YPL251W"	3	3	5	14	6	9
"YPL252C"	829	799	357	648	648	430
"YPL253C"	45	52	24	80	43	59
"YPL254W"	142	116	82	166	142	79
"YPL255W"	70	65	41	55	25	59
"YPL256C"	261	273	158	160	178	154
"YPL257W"	16	33	27	60	54	34
"YPL258C"	82	44	24	105	121	126
"YPL259C"	392	295	278	193	279	237
"YPL260W"	439	276	118	350	259	316
"YPL261C"	2	3	0	2	0	2
"YPL262W"	1964	1684	1022	4644	5615	7018
"YPL263C"	186	152	93	93	82	126
"YPL264C"	81	30	25	51	51	82
"YPL265W"	359	257	156	297	368	210
"YPL266W"	456	364	238	264	242	266
"YPL267W"	186	154	87	196	165	164
"YPL268W"	107	136	53	265	200	334
"YPL269W"	67	71	31	99	66	82
"YPL270W"	141	106	76	269	278	180
"YPL271W"	5867	5788	4527	12516	15349	15497
"YPL272C"	54	36	36	486	597	308
"YPL273W"	373	220	84	107	120	114
"YPL274W"	250	171	86	588	700	1177
"YPL277C"	0	0	0	0	0	0
"YPL278C"	1	0	0	5	0	0
"YPL279C"	7	6	1	1	0	1
"YPL280W"	0	0	0	0	0	0
"YPL281C"	0	0	0	0	0	0
"YPL282C"	0	0	0	0	0	0
"YPL283C"	0	0	0	0	0	0
"YPL283W-A"	0	0	0	0	0	0
"YPL283W-B"	0	0	0	0	0	0
"YPR001W"	9	1	2	32	35	50
"YPR002C-A"	23	12	9	32	50	57
"YPR002W"	18	16	6	89	133	152
"YPR003C"	140	86	56	167	200	225
"YPR004C"	1321	1203	742	1270	1686	2035
"YPR005C"	16	8	8	18	8	10
"YPR006C"	239	184	174	429	568	375
"YPR007C"	0	0	0	4	12	5
"YPR008W"	753	741	449	1795	1787	1654
"YPR009W"	110	74	46	168	201	160
"YPR010C"	680	612	292	287	389	384
"YPR010C-A"	1865	1755	959	4601	5274	6329
"YPR011C"	344	281	164	336	554	478
