"gene"	"DMSO1"	"DMSO2"	"DMSO3"	"MTX1"	"MTX2"	"MTX3"
"YIR036C"	620	535	529	1434	1489	2239
"YIR036W-A"	0	0	0	0	0	0
"YIR037W"	2792	3143	1846	4206	5074	6989
"YIR038C"	1963	1854	1176	2579	2718	3512
"YIR039C"	16	19	13	319	376	241
"YIR040C"	0	0	0	0	0	0
"YIR041W"	0	1	1	6	3	7
"YIR042C"	2	3	0	77	99	36
"YJL001W"	3300	3302	1741	3054	3387	3453
"YJL002C"	282	281	192	712	854	466
"YJL003W"	162	141	104	177	232	306
"YJL004C"	106	66	31	108	141	173
"YJL005W"	271	236	138	387	402	416
"YJL006C"	152	116	76	183	119	198
"YJL007C"	0	0	0	0	0	0
"YJL008C"	727	697	356	479	378	410
"YJL009W"	1	1	1	0	0	0
"YJL010C"	99	68	34	58	84	34
"YJL011C"	212	214	104	107	153	169
"YJL012C"	3281	2948	1942	5668	6476	5767
"YJL013C"	99	84	55	92	137	153
"YJL014W"	901	858	481	845	874	583
"YJL015C"	0	4	7	0	0	0
"YJL016W"	322	326	316	927	884	666
"YJL019W"	12	6	6	2	0	0
"YJL020C"	1561	1167	647	1904	2360	2588
"YJL020W-A"	1	0	0	0	2	0
"YJL022W"	0	0	0	1	4	6
"YJL023C"	89	67	41	195	209	166
"YJL024C"	202	189	122	220	269	233
"YJL025W"	80	68	55	293	279	295
"YJL026C-A"	0	0	0	0	0	0
"YJL026W"	5178	5400	2650	43754	49106	25730
"YJL027C"	6	10	2	107	68	66
"YJL028W"	4	4	1	0	2	6
"YJL029C"	175	102	60	112	140	128
"YJL030W"	133	85	75	80	98	118
"YJL031C"	261	226	128	203	222	186
"YJL032W"	0	2	0	0	0	0
"YJL033W"	389	298	155	376	273	336
"YJL034W"	675	491	196	281	294	349
"YJL035C"	75	95	47	54	41	52
"YJL036W"	218	176	129	214	233	241
"YJL037W"	66	79	51	238	279	203
"YJL038C"	0	3	0	1	8	5
"YJL039C"	264	226	93	233	201	294
"YJL041W"	408	260	162	505	355	374
"YJL042W"	632	549	341	619	922	594
"YJL043W"	0	0	0	0	0	0
"YJL044C"	159	125	52	130	116	84
"YJL045W"	3	14	8	157	165	74
"YJL046W"	114	149	56	109	182	171
"YJL047C"	132	84	57	255	210	160
"YJL047C-A"	28	31	16	0	1	3
"YJL048C"	538	423	263	1065	1273	494
"YJL049W"	37	18	20	50	38	30
"YJL050W"	415	371	160	281	300	296
"YJL051W"	74	48	38	21	30	27
"YJL052C-A"	0	0	0	0	0	0
"YJL052W"	4829	4677	2132	13052	17275	34853
"YJL053W"	300	299	159	598	753	791
"YJL054W"	181	198	104	219	197	195
"YJL055W"	652	661	444	685	823	1114
"YJL056C"	94	77	69	215	213	172
"YJL057C"	238	171	131	406	426	284
"YJL058C"	21	16	16	27	19	40
"YJL059W"	66	67	28	45	61	98
"YJL060W"	873	670	551	453	587	325
"YJL061W"	167	111	105	102	88	80
"YJL062W"	123	104	79	196	194	158
"YJL062W-A"	2181	2300	1996	3436	3791	2699
"YJL063C"	398	404	321	299	301	382
"YJL064W"	1	8	1	0	0	0
"YJL065C"	214	228	168	182	243	228
"YJL066C"	167	189	119	367	329	402
"YJL067W"	1	2	10	0	0	0
"YJL068C"	1662	1567	1238	1812	2277	1332
"YJL069C"	231	230	137	158	148	184
"YJL070C"	126	109	56	291	263	272
"YJL071W"	67	67	27	75	97	124
"YJL072C"	39	39	38	18	20	43
"YJL073W"	37	24	27	45	69	39
"YJL074C"	160	149	69	227	187	343
"YJL075C"	0	0	0	0	0	0
"YJL076W"	151	123	63	81	104	85
"YJL077C"	3	0	0	1	0	0
"YJL077W-A"	51	31	28	26	48	35
"YJL077W-B"	36	45	14	118	126	101
"YJL078C"	201	215	132	134	95	106
"YJL079C"	7882	7968	5231	9985	12141	9627
"YJL080C"	1725	1528	691	854	914	964
"YJL081C"	235	196	103	206	159	192
"YJL082W"	188	168	125	790	1186	581
"YJL083W"	7	11	4	15	8	9
"YJL084C"	166	102	80	126	131	110
"YJL085W"	59	52	34	91	43	47
"YJL086C"	0	0	0	0	0	0
"YJL087C"	76	33	26	35	35	16
"YJL088W"	1331	1358	176	509	578	434
"YJL089W"	2	0	0	17	13	10
"YJL090C"	45	95	47	124	109	87
"YJL091C"	113	68	49	105	134	82
"YJL092W"	288	282	169	524	734	504
"YJL093C"	74	38	32	179	163	87
"YJL094C"	275	206	86	296	439	393
"YJL095W"	76	71	36	78	95	173
"YJL096W"	309	219	155	162	210	232
"YJL097W"	320	226	135	153	169	150
"YJL098W"	157	172	50	150	141	107
"YJL099W"	119	113	69	293	371	283
"YJL100W"	97	119	52	169	284	280
"YJL101C"	534	425	342	579	1003	912
"YJL102W"	90	55	45	184	271	281
"YJL103C"	188	181	111	553	651	458
"YJL104W"	923	836	673	1007	1223	901
"YJL105W"	3	0	0	13	37	15
"YJL106W"	12	20	19	51	65	52
"YJL107C"	3	3	1	1	1	0
"YJL108C"	8	29	11	25	12	28
"YJL109C"	386	366	160	263	249	338
"YJL110C"	222	161	84	144	146	191
"YJL111W"	988	869	589	579	499	534
"YJL112W"	206	185	125	347	370	414
"YJL115W"	262	217	125	184	146	197
"YJL116C"	15	9	10	50	36	36
"YJL117W"	123	65	43	123	152	113
"YJL118W"	19	26	27	45	25	46
"YJL119C"	5	7	8	18	6	15
"YJL120W"	3	1	1	0	0	0
"YJL121C"	2855	3229	2611	5453	6073	6796
"YJL122W"	438	455	260	408	308	353
"YJL123C"	708	647	297	835	903	961
"YJL124C"	631	574	379	432	511	248
"YJL125C"	181	199	93	151	139	177
"YJL126W"	110	76	61	55	56	98
"YJL127C"	0	0	2	16	9	6
"YJL127C-B"	304	239	200	757	872	779
"YJL127W-A"	0	0	0	0	0	0
"YJL128C"	118	99	55	76	100	69
"YJL129C"	84	67	15	91	122	109
"YJL130C"	5022	4584	2015	12647	13502	10308
"YJL131C"	36	20	11	13	16	21
"YJL132W"	36	20	14	67	54	64
"YJL133C-A"	3611	3099	1381	72072	88963	94093
"YJL133W"	374	353	208	488	451	321
"YJL134W"	79	75	42	127	154	100
"YJL135W"	0	0	0	0	0	0
"YJL136C"	8206	7568	5847	3018	3173	4910
"YJL136W-A"	0	0	0	0	0	0
"YJL137C"	178	142	106	389	460	493
"YJL138C"	12390	11327	7264	5853	6362	4176
"YJL139C"	101	43	46	199	187	151
"YJL140W"	473	396	283	604	507	482
"YJL141C"	43	21	6	1	8	3
"YJL142C"	0	0	0	0	0	0
"YJL143W"	1566	1595	837	1997	2179	1559
"YJL144W"	427	230	87	284	307	467
"YJL145W"	300	294	183	367	350	215
"YJL146W"	182	214	132	231	260	295
"YJL147C"	28	25	14	23	35	11
"YJL148W"	265	208	148	232	198	143
"YJL149W"	143	116	78	227	266	159
"YJL150W"	13	20	14	16	17	7
"YJL151C"	3073	2845	1689	5148	5701	4788
"YJL152W"	3	1	0	0	1	0
"YJL153C"	206	243	54	1314	1161	1136
"YJL154C"	325	273	190	255	198	287
"YJL155C"	335	209	152	397	494	357
"YJL156C"	142	118	38	113	124	120
"YJL156W-A"	0	0	0	0	0	0
"YJL157C"	10	0	1	2	0	5
"YJL158C"	15036	17034	9299	11465	12309	12002
"YJL159W"	35356	27199	18587	57263	60200	54296
"YJL160C"	37	38	13	19	17	28
"YJL161W"	197	160	90	772	846	763
"YJL162C"	27	30	12	44	37	44
"YJL163C"	71	49	36	127	178	149
"YJL164C"	483	547	530	2243	2493	1410
"YJL165C"	368	247	142	204	244	317
"YJL166W"	5940	6182	3488	16936	22447	17449
"YJL167W"	1993	1981	1077	1215	1207	6628
"YJL168C"	396	405	262	518	464	258
"YJL169W"	0	1	0	2	0	1
"YJL170C"	3	3	3	7	15	6
"YJL171C"	83	46	30	46	55	56
"YJL172W"	83	25	22	55	58	66
"YJL173C"	1135	1272	931	2790	3161	3022
"YJL174W"	243	157	85	243	451	307
"YJL175W"	0	0	0	0	0	0
"YJL176C"	116	108	76	151	127	80
"YJL177W"	11649	12935	11158	3793	4222	5274
"YJL178C"	557	628	299	519	701	447
"YJL179W"	128	92	63	90	101	96
"YJL180C"	523	523	479	749	895	885
"YJL181W"	111	71	47	55	48	43
"YJL182C"	0	0	0	0	0	0
"YJL183W"	131	74	70	116	118	177
"YJL184W"	206	205	183	470	512	536
"YJL185C"	71	97	40	233	209	240
"YJL186W"	84	44	28	81	105	52
"YJL187C"	126	97	68	57	49	50
"YJL188C"	0	0	0	30	21	3
"YJL189W"	2962	3829	2165	1879	1824	1083
"YJL190C"	14360	13542	11701	4923	4988	2732
"YJL191W"	1507	1389	1411	626	639	569
"YJL192C"	289	245	123	233	266	240
"YJL193W"	37	60	27	82	80	53
"YJL194W"	40	38	44	50	49	27
"YJL195C"	0	0	0	0	0	0
"YJL196C"	394	328	180	726	889	653
"YJL197C-A"	0	0	0	0	0	0
"YJL197W"	135	119	78	136	164	140
"YJL198W"	175	227	123	278	246	335
"YJL199C"	111	103	82	222	219	355
"YJL200C"	1090	892	553	615	481	1224
"YJL201W"	159	98	77	125	80	85
"YJL202C"	1	3	8	0	0	0
"YJL203W"	78	79	53	76	161	76
"YJL204C"	255	275	170	179	254	347
"YJL205C"	490	399	367	624	547	915
"YJL206C"	28	59	37	236	226	128
"YJL207C"	457	369	150	410	409	468
"YJL208C"	92	67	37	163	111	124
"YJL209W"	89	48	37	106	89	71
"YJL210W"	785	711	490	578	697	593
"YJL211C"	5	0	0	0	0	0
"YJL212C"	183	85	71	41	58	25
"YJL213W"	6	1	4	5	4	11
"YJL214W"	3	0	1	1	2	0
"YJL215C"	0	0	0	0	0	0
"YJL216C"	4	5	3	25	29	25
"YJL217W"	780	908	399	1400	1546	776
"YJL218W"	38	25	11	26	17	20
"YJL219W"	0	2	0	2	3	5
"YJL220W"	0	0	0	0	0	0
"YJL221C"	0	0	0	0	0	0
"YJL222W"	0	0	0	0	0	0
"YJL222W-A"	0	0	0	0	0	0
"YJL222W-B"	0	0	0	0	0	0
"YJL223C"	0	0	0	0	0	0
"YJL225C"	0	0	0	0	0	0
"YJL225W-A"	0	0	0	0	0	0
"YJR001W"	611	480	264	1243	1410	1439
"YJR002W"	305	272	147	240	308	264
"YJR003C"	130	106	50	150	166	114
"YJR004C"	58	48	36	176	173	301
"YJR005C-A"	0	0	0	3	0	0
"YJR005W"	189	181	91	313	257	210
"YJR006W"	173	149	76	204	225	234
"YJR007W"	2615	2445	1384	2062	1977	1762
"YJR008W"	149	150	78	828	924	1514
"YJR009C"	9146	9718	3874	14049	15574	25744
"YJR010C-A"	45	22	15	12	8	16
"YJR010W"	2838	2114	1521	1614	1282	587
"YJR011C"	49	30	22	77	84	115
"YJR012C"	78	50	50	89	144	144
"YJR013W"	19	37	12	24	44	31
"YJR014W"	573	596	315	640	531	731
"YJR015W"	57	33	26	55	73	41
"YJR016C"	3667	3540	1533	2627	2488	1073
"YJR017C"	1004	1012	824	1241	1412	1406
"YJR018W"	12	11	34	3	7	6
"YJR019C"	260	240	127	494	554	202
"YJR020W"	0	1	0	6	2	3
"YJR021C"	111	99	64	170	214	135
"YJR022W"	41	37	23	20	16	9
"YJR023C"	0	0	0	0	0	0
"YJR024C"	72	84	57	37	30	38
"YJR025C"	423	422	249	693	857	504
"YJR030C"	41	24	12	12	12	27
"YJR031C"	180	134	72	148	125	119
"YJR032W"	237	163	106	113	133	121
"YJR033C"	98	103	52	93	91	89
"YJR034W"	217	196	179	257	232	249
"YJR035W"	28	34	10	35	27	37
"YJR036C"	53	33	23	84	71	95
"YJR037W"	0	0	0	0	0	0
"YJR038C"	1	0	0	0	0	0
"YJR039W"	49	60	43	251	217	184
"YJR040W"	57	49	31	57	99	85
"YJR041C"	150	115	41	111	78	69
"YJR042W"	224	142	91	138	111	132
"YJR043C"	88	90	53	75	121	65
"YJR044C"	440	404	232	401	407	304
"YJR045C"	2252	1905	1133	1382	1587	1217
"YJR046W"	114	97	39	101	115	113
"YJR047C"	24	10	12	10	34	13
"YJR048W"	2060	1750	1195	8780	11505	8618
"YJR049C"	164	139	68	182	199	171
"YJR050W"	222	195	141	285	325	255
"YJR051W"	75	83	34	323	339	451
"YJR052W"	171	180	62	222	262	360
"YJR053W"	10	1	1	5	3	1
"YJR054W"	62	58	26	139	106	95
"YJR055W"	0	1	0	1	0	0
"YJR056C"	137	159	137	242	212	245
"YJR057W"	470	528	409	1006	1216	663
"YJR058C"	523	454	248	444	437	806
"YJR059W"	385	324	233	425	381	321
"YJR060W"	918	820	561	1297	1454	840
"YJR061W"	17	20	16	22	19	25
"YJR062C"	133	78	55	137	116	257
"YJR063W"	443	469	411	429	412	395
"YJR064W"	1514	1792	845	645	1027	1751
"YJR065C"	1223	1084	653	782	924	831
"YJR066W"	193	212	105	436	551	354
"YJR067C"	86	71	55	64	85	58
"YJR068W"	230	219	75	141	122	174
"YJR069C"	148	154	109	120	118	94
"YJR070C"	856	859	468	405	362	538
"YJR071W"	0	0	0	0	0	0
"YJR072C"	311	289	146	218	157	195
"YJR073C"	5341	4535	2587	10128	11495	14947
"YJR074W"	1515	1483	1167	2240	2426	2071
"YJR075W"	125	76	53	70	131	100
"YJR076C"	300	297	185	152	197	188
"YJR077C"	2911	2528	1344	4286	5265	5509
"YJR078W"	5	2	1	16	8	3
"YJR079W"	43	49	51	1395	1634	652
"YJR080C"	233	165	119	294	273	337
"YJR082C"	238	258	205	554	842	1213
"YJR083C"	253	149	86	223	259	202
"YJR084W"	147	98	46	88	119	80
"YJR085C"	1891	1898	1208	2856	3605	2457
"YJR086W"	2	0	1	7	0	3
"YJR087W"	0	0	0	0	2	1
"YJR088C"	145	104	50	92	101	103
"YJR089W"	109	126	45	181	243	276
"YJR090C"	281	225	158	429	469	443
"YJR091C"	370	280	160	618	738	477
"YJR092W"	264	234	114	216	162	362
"YJR093C"	212	211	105	329	388	284
"YJR094C"	62	59	33	93	172	66
"YJR094W-A"	17996	17176	14546	9163	8398	10419
"YJR095W"	2	0	2	34	50	38
"YJR096W"	372	352	199	585	644	828
"YJR097W"	23	14	21	44	61	62
"YJR098C"	65	31	29	74	75	74
"YJR099W"	236	277	178	337	496	522
"YJR100C"	292	307	197	444	790	539
"YJR101W"	369	294	237	235	294	292
"YJR102C"	117	176	123	278	394	258
"YJR103W"	599	602	322	1209	1695	1255
"YJR104C"	31550	27347	19417	55823	61372	74665
"YJR105W"	5904	5944	3756	5292	5090	8867
"YJR106W"	36	23	8	5	6	11
"YJR107W"	35	13	14	113	99	86
"YJR108W"	10	6	12	4	1	2
"YJR109C"	1138	863	229	1840	2063	1456
"YJR110W"	126	87	27	127	103	102
"YJR111C"	293	330	173	371	411	361
"YJR112W"	181	196	98	116	94	176
"YJR112W-A"	212	151	119	193	251	363
"YJR113C"	714	761	474	961	954	1009
"YJR114W"	7	3	0	11	14	16
"YJR115W"	31	24	13	51	26	36
"YJR116W"	19	36	10	37	32	36
"YJR117W"	169	105	49	133	150	148
"YJR118C"	108	107	35	27	50	58
"YJR119C"	101	97	59	313	313	182
"YJR120W"	1553	840	464	2838	3213	1968
"YJR121W"	831	584	321	666	732	860
"YJR122W"	88	69	40	110	96	105
"YJR123W"	43070	44488	31809	13494	15725	16695
"YJR124C"	41	49	32	29	35	27
"YJR125C"	704	555	388	390	428	797
"YJR126C"	143	106	64	358	302	359
"YJR127C"	454	371	184	285	278	359
"YJR128W"	0	0	0	0	1	0
"YJR129C"	42	56	39	78	78	89
"YJR130C"	106	152	48	188	205	317
"YJR131W"	33	28	20	89	59	51
"YJR132W"	279	226	136	427	434	354
"YJR133W"	1806	1946	1222	2809	3150	2712
"YJR134C"	195	147	79	184	152	196
"YJR135C"	16	20	7	43	49	23
"YJR135W-A"	1172	1215	737	1381	1592	2130
"YJR136C"	92	70	44	96	84	54
"YJR137C"	921	704	521	496	509	421
"YJR138W"	265	236	115	336	388	377
"YJR139C"	9659	8876	5004	4500	4595	5882
"YJR140C"	49	32	19	50	43	78
"YJR140W-A"	5	4	3	0	0	0
"YJR141W"	25	12	12	38	48	39
"YJR142W"	144	114	80	138	149	191
"YJR143C"	228	167	113	355	438	273
"YJR144W"	373	365	159	292	410	392
"YJR145C"	14363	14309	9320	4489	5167	5126
"YJR146W"	0	0	0	0	0	0
"YJR147W"	183	113	90	99	77	47
"YJR148W"	691	527	434	1073	1116	1432
"YJR149W"	39	33	31	63	72	46
"YJR150C"	0	0	0	0	1	0
"YJR151C"	54	30	20	133	155	179
"YJR151W-A"	0	0	0	0	0	0
"YJR152W"	56	38	25	211	199	292
"YJR153W"	6	3	4	10	8	7
"YJR154W"	3	1	1	2	3	1
"YJR155W"	36	37	13	138	163	124
"YJR156C"	0	0	0	0	0	0
"YJR157W"	0	0	0	0	0	0
"YJR158W"	0	0	0	0	0	0
"YJR159W"	0	0	0	0	0	0
"YJR160C"	0	0	0	0	0	0
"YJR161C"	1	0	1	0	0	0
"YJR162C"	0	0	0	0	0	0
"YKL001C"	3357	2880	2195	1927	1832	1295
"YKL002W"	705	613	337	1013	962	994
"YKL003C"	319	308	216	307	324	513
"YKL004W"	312	205	232	419	614	467
"YKL005C"	747	612	270	526	688	602
"YKL006C-A"	482	428	322	501	511	919
"YKL006W"	13096	13440	10880	5342	4750	5123
"YKL007W"	869	766	474	500	627	909
"YKL008C"	252	196	119	987	912	331
"YKL009W"	1143	1015	566	604	510	417
"YKL010C"	614	476	238	1106	1326	1058
"YKL011C"	72	32	30	47	52	49
"YKL012W"	304	341	225	386	370	524
"YKL013C"	1599	1641	1099	1912	1571	2657
"YKL014C"	151	140	65	84	147	87
"YKL015W"	207	128	80	211	233	201
"YKL016C"	6600	6472	3907	16840	20448	13109
"YKL017C"	78	67	40	101	77	87
"YKL018C-A"	326	333	240	489	635	466
"YKL018W"	277	209	179	212	203	354
"YKL019W"	338	382	218	284	224	322
"YKL020C"	184	170	98	321	324	303
"YKL021C"	102	98	66	88	115	63
"YKL022C"	76	86	41	157	146	91
"YKL023C-A"	3	1	0	0	0	0
"YKL023W"	73	69	68	168	148	126
"YKL024C"	1052	837	360	507	435	518
"YKL025C"	209	187	120	282	308	376
"YKL026C"	229	201	70	1827	2759	2212
"YKL027W"	98	48	23	95	109	44
"YKL028W"	83	64	46	127	127	77
"YKL029C"	305	238	135	638	520	178
"YKL030W"	7	9	2	11	11	3
"YKL031W"	0	0	0	0	0	0
"YKL032C"	1258	1012	570	1651	1972	947
"YKL033W"	94	101	67	289	323	116
"YKL033W-A"	29	39	16	29	20	27
"YKL034W"	1157	821	424	356	411	482
"YKL035W"	896	625	312	239	275	325
"YKL036C"	0	2	0	0	1	0
"YKL037W"	0	1	1	1	2	0
"YKL038W"	261	156	101	240	151	266
"YKL039W"	37	18	18	20	21	21
"YKL040C"	723	736	527	1180	1173	665
"YKL041W"	304	333	135	318	344	217
"YKL042W"	118	89	47	103	133	70
"YKL043W"	23	31	17	28	36	62
"YKL044W"	38	29	8	13	19	10
"YKL045W"	73	56	46	47	58	82
"YKL046C"	78	49	40	97	175	143
"YKL047W"	103	104	49	89	69	109
"YKL048C"	120	132	64	111	127	167
"YKL049C"	364	282	137	815	839	598
"YKL050C"	24	27	9	93	87	91
"YKL051W"	99	98	65	80	77	40
"YKL052C"	247	215	123	179	156	133
"YKL053C-A"	204	243	142	228	216	251
"YKL053W"	5	3	8	49	43	33
"YKL054C"	1044	900	453	770	868	832
"YKL055C"	2	1	2	0	0	0
"YKL056C"	33460	35394	23177	23258	24543	17790
"YKL057C"	258	248	131	234	275	299
"YKL058W"	338	323	219	325	268	310
"YKL059C"	171	114	110	232	154	213
"YKL060C"	55664	52054	29251	59095	66876	53443
"YKL061W"	611	649	306	891	811	416
"YKL062W"	79	21	37	48	64	30
"YKL063C"	219	223	196	179	224	132
"YKL064W"	488	392	195	562	598	505
"YKL065C"	499	388	206	559	725	576
"YKL065W-A"	4	8	3	22	24	31
"YKL066W"	744	694	539	2257	2630	2299
"YKL067W"	72	46	30	86	113	194
"YKL068W"	150	96	64	82	115	90
"YKL068W-A"	7	14	5	21	5	11
"YKL069W"	391	411	302	252	271	434
"YKL070W"	0	2	3	36	56	21
"YKL071W"	0	0	0	0	0	0
"YKL072W"	45	42	11	82	67	50
"YKL073W"	13	15	7	18	12	7
"YKL074C"	199	251	132	242	219	227
"YKL075C"	1	0	6	9	14	3
"YKL076C"	131	124	69	165	152	141
"YKL077W"	92	103	52	132	120	46
"YKL078W"	36	29	6	43	45	65
"YKL079W"	43	15	10	20	28	70
"YKL080W"	3337	3114	1674	1806	1613	790
"YKL081W"	4900	4153	1862	1255	1275	1095
"YKL082C"	252	214	92	169	205	163
"YKL083W"	86	100	96	141	120	91
"YKL084W"	164	132	81	334	424	506
"YKL085W"	1239	943	438	2239	2771	3668
"YKL086W"	27	15	26	32	37	50
"YKL087C"	344	335	218	388	404	522
"YKL088W"	23	17	6	12	21	19
"YKL089W"	102	118	72	144	105	155
"YKL090W"	20	12	10	11	7	14
"YKL091C"	361	300	167	390	366	421
"YKL092C"	47	63	36	114	144	90
"YKL093W"	132	80	57	129	150	125
"YKL094W"	832	750	416	858	787	1380
"YKL095W"	2	0	0	0	0	0
"YKL096C-B"	0	0	0	0	11	6
"YKL096W"	1684	1402	1055	192	144	430
"YKL096W-A"	106357	114944	92384	103190	104507	60362
"YKL097C"	0	0	0	0	0	0
"YKL098W"	212	216	136	336	333	349
"YKL099C"	143	140	98	150	157	132
"YKL100C"	293	281	178	473	549	644
"YKL100W-A"	0	0	0	0	0	0
"YKL101W"	292	210	125	475	550	419
"YKL102C"	6	4	1	0	0	0
"YKL103C"	2119	2097	1348	4689	4793	6065
"YKL104C"	2452	1966	938	2058	1770	1550
"YKL105C"	98	68	24	65	101	90
"YKL106C-A"	4	0	0	0	0	2
"YKL106W"	56	49	38	135	161	87
"YKL107W"	0	1	2	12	7	4
"YKL108W"	59	52	25	113	76	79
"YKL109W"	838	587	318	2434	3115	1323
"YKL110C"	124	81	46	147	125	250
"YKL111C"	0	0	0	0	0	0
"YKL112W"	543	424	289	300	329	427
"YKL113C"	409	472	217	1242	1445	483
"YKL114C"	83	69	45	38	48	66
"YKL115C"	0	0	0	0	0	0
"YKL116C"	241	237	163	303	358	495
"YKL117W"	2753	2193	1198	982	867	1412
"YKL118W"	5	1	0	0	0	0
"YKL119C"	222	191	124	146	193	220
"YKL120W"	611	520	314	1287	1413	1011
"YKL121W"	176	96	93	131	160	133
"YKL122C"	409	340	270	438	354	278
"YKL123W"	17	5	12	58	92	16
"YKL124W"	24	14	14	0	2	1
"YKL125W"	148	123	99	338	342	204
"YKL126W"	434	322	184	291	269	339
"YKL127W"	67	46	24	20	23	29
"YKL128C"	433	371	285	426	379	728
"YKL129C"	388	288	151	731	556	803
"YKL130C"	254	201	133	82	67	150
"YKL131W"	0	0	2	1	0	3
"YKL132C"	82	51	34	93	140	53
"YKL133C"	55	28	18	95	119	118
"YKL134C"	58	72	22	57	123	137
"YKL135C"	584	543	337	882	841	1283
"YKL136W"	1	3	3	3	10	0
"YKL137W"	114	84	41	72	70	89
"YKL138C"	424	393	174	341	357	440
"YKL138C-A"	46	31	32	32	20	39
"YKL139W"	98	61	45	89	59	59
"YKL140W"	68	61	32	37	39	66
"YKL141W"	5206	4543	2980	14354	15563	13593
"YKL142W"	1917	1629	911	2225	2713	1129
"YKL143W"	128	116	40	80	141	92
"YKL144C"	170	216	158	168	150	168
"YKL145W"	500	407	313	626	564	417
"YKL145W-A"	0	0	0	0	0	0
"YKL146W"	275	263	136	651	655	526
"YKL147C"	0	0	1	4	1	2
"YKL148C"	2022	1865	1017	5496	6970	5265
"YKL149C"	139	71	52	72	128	37
"YKL150W"	1247	895	478	2527	2815	1218
"YKL151C"	49	43	20	46	62	67
"YKL152C"	59329	56962	41068	32631	37746	49921
"YKL153W"	1	3	0	0	7	2
"YKL154W"	81	44	39	35	48	39
"YKL155C"	90	58	63	114	103	98
"YKL156C-A"	0	0	0	0	0	0
"YKL156W"	3326	3249	2393	1571	1763	1117
"YKL157W"	489	376	206	835	1103	1012
"YKL159C"	682	712	367	389	471	700
"YKL160W"	1977	1566	966	2582	2906	2281
"YKL161C"	9	5	3	10	9	3
"YKL162C"	31	35	14	40	41	30
"YKL162C-A"	1	0	0	3	4	3
"YKL163W"	293	321	209	7856	6341	7848
"YKL164C"	6857	6601	4414	2783	3114	1532
"YKL165C"	51	50	33	48	37	38
"YKL165C-A"	6	6	0	16	18	4
"YKL166C"	134	99	75	169	138	161
"YKL167C"	328	247	177	247	305	376
"YKL168C"	70	33	27	86	86	74
"YKL169C"	0	1	0	5	11	6
"YKL170W"	546	436	285	464	459	475
"YKL171W"	171	135	94	394	372	513
"YKL172W"	638	549	273	440	441	369
"YKL173W"	208	194	128	247	287	214
"YKL174C"	82	42	26	77	77	57
"YKL175W"	91	79	55	194	153	114
"YKL176C"	259	281	198	309	452	287
"YKL177W"	0	0	0	0	0	0
"YKL178C"	0	3	3	8	18	13
"YKL179C"	237	219	105	185	229	187
"YKL180W"	19449	19469	17568	6667	7280	7588
"YKL181W"	1770	1824	1017	1007	1218	1383
"YKL182W"	3343	2994	1725	2884	2435	2157
"YKL183C-A"	4	0	2	14	13	1
"YKL183W"	164	141	104	124	169	147
"YKL184W"	96	70	25	35	60	57
"YKL185W"	633	520	477	651	684	285
"YKL186C"	378	247	130	266	282	331
"YKL187C"	28	11	7	31	32	40
"YKL188C"	5	4	7	21	39	18
"YKL189W"	87	49	41	72	76	81
"YKL190W"	560	417	321	711	494	627
"YKL191W"	545	730	442	793	719	805
"YKL192C"	4011	3591	2577	3693	3865	9521
"YKL193C"	131	101	35	76	66	49
"YKL194C"	108	83	33	101	127	108
"YKL195W"	323	244	144	159	193	227
"YKL196C"	339	394	303	378	377	304
"YKL197C"	54	29	24	28	64	35
"YKL198C"	217	181	120	517	574	299
"YKL201C"	100	86	44	96	125	102
"YKL202W"	2	2	0	0	0	0
"YKL203C"	208	131	67	224	250	253
"YKL204W"	395	346	145	334	337	342
"YKL205W"	282	213	121	361	294	278
"YKL206C"	294	325	201	281	319	385
"YKL207W"	414	219	201	301	349	266
"YKL208W"	95	90	59	167	218	174
"YKL209C"	7	2	6	14	32	8
"YKL210W"	1050	813	362	636	604	409
"YKL211C"	33	26	12	29	13	12
"YKL212W"	485	501	178	204	235	301
"YKL213C"	491	447	277	568	505	488
"YKL214C"	360	271	281	440	446	365
"YKL215C"	26	31	9	46	59	82
"YKL216W"	8243	7811	5722	7041	9106	8154
"YKL217W"	46	35	26	228	327	457
"YKL218C"	429	376	182	1387	1587	1200
"YKL219W"	63	37	22	46	88	49
"YKL220C"	20	14	19	69	91	70
"YKL221W"	3	5	1	4	2	11
"YKL222C"	20	9	9	39	20	10
"YKL223W"	0	0	0	0	0	0
"YKL224C"	0	0	0	0	0	0
"YKL225W"	0	0	0	0	0	0
"YKR001C"	1846	1674	792	2256	2727	2698
"YKR002W"	97	62	25	76	66	68
"YKR003W"	144	99	77	94	79	77
"YKR004C"	54	43	18	60	65	59
"YKR005C"	32	65	12	190	221	212
"YKR006C"	508	482	269	612	567	561
"YKR007W"	4	7	2	10	6	4
"YKR008W"	256	209	127	163	215	189
"YKR009C"	80	80	41	253	281	307
"YKR010C"	171	178	107	183	240	153
"YKR011C"	274	189	101	239	233	298
"YKR012C"	27	22	14	117	107	118
"YKR013W"	753	770	604	330	324	311
"YKR014C"	69	70	42	106	123	72
"YKR015C"	4	5	0	8	7	34
"YKR016W"	161	109	71	154	151	285
"YKR017C"	174	159	47	355	385	305
"YKR018C"	609	428	258	789	898	684
"YKR019C"	52	51	23	75	75	127
"YKR020W"	0	0	0	0	2	0
"YKR021W"	395	381	285	739	780	647
"YKR022C"	70	60	52	121	114	149
